x,y,z
-0.005836664421292065,0.019008224177167264,1.009807557307963
0.05234253359523554,-0.01031231483024074,0.9977239005933539
0.12800941364845317,-0.0058501535244135025,0.9843021811425775
0.20267536732193336,-0.005068681256776882,0.9843528111864872
0.2367266492375807,-0.012173143188957297,0.963661951252978
0.29818539392832827,-0.007356408115005177,0.9471281533160836
0.37365908180773977,-0.004532422338432998,0.9389270699077774
0.44295264373996557,0.0025789401476962325,0.8991695642576728
0.48345872047937966,0.0016630841813082553,0.8805108041229927
0.5477090766664184,0.016029752200763792,0.824557105499824
0.5977594510381983,0.026605638167114136,0.7973615314198103
0.6398682786332645,0.0002856129043731641,0.768703365622307
0.6995556027036102,0.000796702102965553,0.7152669307062638
0.725242990302207,0.0032189486509033756,0.6822986988051617
0.781872250834047,0.00852450909564968,0.6304344394897969
0.8096843228584495,0.00581059941554441,0.5887349441441905
0.8361775065771535,0.02269360821152977,0.5241362797889392
0.8965166767727728,-0.01535145970082261,0.46922230650193547
0.9268016710531843,-0.001740387138163343,0.403300791885109
0.9487572839310895,0.02484545942890216,0.3563367061210219
0.949250241290223,0.015755656538619874,0.2926900917868399
0.9786602760837375,-0.004469375928314181,0.21251035209493313
0.9847127080481324,0.001581227567902932,0.16011410474502966
0.9797880290653662,-0.0049583370644023595,0.09806254098292887
1.0036294280577474,-0.014677972054284784,0.03576639009175283
0.9990650015306024,-0.0016973919648653867,-0.03191533161354862
0.9917720392729124,-0.01309526499783679,-0.0917400152134234
0.988053223517012,0.0029438911471224094,-0.15423848056073938
0.9752299315773169,0.01048139712341388,-0.22702535609089303
0.9563575810922678,-0.028254031818466478,-0.26414794416266063
0.9427952063297894,-0.012038039960673009,-0.356556432147096
0.9084322201051169,-0.009320349514080445,-0.40807636868009
0.8807202055430601,-0.024215533243716607,-0.4592534741231794
0.8401695996448315,0.019358458071836594,-0.5134763268809719
0.8183594624586499,-0.0017819648477140776,-0.5688810267898151
0.7768119405405851,0.006490269666065679,-0.6068701205509692
0.7580126151286634,-0.018867926116537505,-0.6810186663282648
0.677617792128137,-0.006948664804424901,-0.7093301835830051
0.6331067960394997,7.680166245991133e-05,-0.7752192516197338
